Jurusan,IPK,Bidang_Minat,Keahlian_1,Keahlian_2,Keahlian_3,Kepemimpinan,Komunikasi,Kerja_Tim,Kreativitas,Berpikir_Kritis,Pemecahan_Masalah,Pengalaman_Magang,Pengalaman_Organisasi,Pengalaman_Kompetisi,Jumlah_Sertifikasi,Gaya_Kerja,Preferensi_Industri,Tujuan_Karier,Rekomendasi_Karier
Kedokteran,3.6,Keuangan,Machine Learning,Analisis Data,Machine Learning,4.0,1.0,1.0,3.0,3.0,2.0,Ya,Tidak,Tidak,5.0,Hybrid,Media,Manajer,Akuntan
Informatika,3.37,Media,Analisis Data,Komunikasi,Kepemimpinan,5.0,5.0,5.0,2.0,4.0,3.0,Ya,Tidak,Tidak,0.0,Onsite,Media,Wirausaha,Arsitek
Agroteknologi,2.82,Media,Machine Learning,Analisis Data,Sql,1.0,5.0,4.0,5.0,5.0,5.0,Tidak,Tidak,Tidak,0.0,Onsite,Manufaktur,Wirausaha,Dokter
Bisnis Digital,3.63,Pertanian,Desain Grafis,Machine Learning,Python,3.0,4.0,3.0,5.0,5.0,2.0,Ya,Ya,Ya,3.0,Onsite,Teknologi,Wirausaha,Analis Data
Hubungan Internasional,3.26,Manufaktur,Kepemimpinan,Komunikasi,Kepemimpinan,1.0,2.0,1.0,2.0,3.0,3.0,Ya,Tidak,Ya,5.0,Hybrid,Kesehatan,Spesialis,Analis Data
Farmasi,3.34,Konsultan,Komunikasi,Desain Grafis,Python,5.0,2.0,3.0,5.0,3.0,5.0,Ya,Ya,Tidak,4.0,Hybrid,Teknologi,Peneliti,Animator
Ilmu Komunikasi,2.95,Kesehatan,Pemasaran Digital,Sql,Machine Learning,4.0,5.0,1.0,2.0,3.0,2.0,Ya,Tidak,Ya,4.0,Hybrid,Teknologi,Manajer,Jurnalis
Peternakan,2.99,Teknologi,Manajemen Proyek,Analisis Data,Machine Learning,4.0,4.0,4.0,5.0,5.0,2.0,Ya,Tidak,Ya,3.0,Onsite,Pendidikan,Manajer,Data Scientist
Informatika,3.87,Manufaktur,Machine Learning,Sql,Python,3.0,1.0,1.0,5.0,5.0,5.0,Tidak,Tidak,Tidak,1.0,Hybrid,Kesehatan,Wirausaha,Business Analyst
Ekonomi,3.79,Keuangan,Analisis Data,Python,Komunikasi,2.0,3.0,1.0,4.0,2.0,5.0,Tidak,Tidak,Tidak,2.0,Hybrid,Pemerintahan,Peneliti,Perawat
Animasi,3.52,Pertanian,Komunikasi,Manajemen Proyek,Analisis Data,4.0,2.0,1.0,5.0,1.0,1.0,Ya,Tidak,Ya,1.0,Onsite,Pendidikan,Wirausaha,Ai Engineer
Tata Boga,3.25,Pertanian,Desain Grafis,Komunikasi,Desain Grafis,2.0,5.0,5.0,1.0,2.0,2.0,Ya,Ya,Ya,1.0,Onsite,Konsultan,Wirausaha,Konsultan
Kimia,3.1,Media,Python,Machine Learning,Analisis Data,1.0,4.0,2.0,5.0,5.0,5.0,Tidak,Ya,Tidak,4.0,Remote,Keuangan,Wirausaha,Arsitek
Teknik Industri,3.7,Konsultan,Python,Komunikasi,Kepemimpinan,4.0,5.0,1.0,5.0,5.0,3.0,Ya,Tidak,Tidak,0.0,Onsite,Teknologi,Wirausaha,Perawat
Bisnis Digital,3.46,Pariwisata,Desain Grafis,Analisis Data,Manajemen Proyek,3.0,4.0,1.0,1.0,5.0,3.0,Ya,Tidak,Tidak,5.0,Hybrid,Pemerintahan,Manajer,Akuntan
Ilmu Komunikasi,2.83,Pariwisata,Analisis Data,Komunikasi,Pemasaran Digital,4.0,1.0,3.0,3.0,3.0,5.0,Ya,Ya,Ya,5.0,Onsite,Teknologi,Wirausaha,Akuntan
Statistika,2.98,Teknologi,Kepemimpinan,Desain Grafis,Pemasaran Digital,3.0,1.0,2.0,3.0,2.0,1.0,Ya,Tidak,Tidak,0.0,Onsite,Kesehatan,Manajer,Guru
Ekonomi,3.67,Pemerintahan,Analisis Data,Analisis Data,Riset,1.0,3.0,2.0,4.0,1.0,3.0,Ya,Tidak,Tidak,2.0,Hybrid,Konsultan,Spesialis,Akuntan
Hubungan Internasional,3.86,Pemerintahan,Manajemen Proyek,Riset,Analisis Data,3.0,3.0,1.0,1.0,1.0,3.0,Ya,Ya,Tidak,1.0,Hybrid,Keuangan,Spesialis,Guru
Manajemen,3.61,Pemerintahan,Komunikasi,Analisis Data,Kepemimpinan,3.0,1.0,4.0,2.0,3.0,1.0,Tidak,Ya,Tidak,0.0,Remote,Manufaktur,Wirausaha,Ai Engineer
Kedokteran,2.91,Pendidikan,Pemasaran Digital,Desain Grafis,Kepemimpinan,4.0,3.0,1.0,4.0,4.0,2.0,Ya,Tidak,Ya,4.0,Hybrid,Pertanian,Peneliti,Diplomat
Pendidikan Bahasa Inggris,2.95,Pertanian,Manajemen Proyek,Analisis Data,Desain Grafis,1.0,3.0,2.0,3.0,2.0,2.0,Tidak,Tidak,Tidak,4.0,Remote,Pariwisata,Peneliti,Perawat
Farmasi,3.64,Manufaktur,Pemasaran Digital,Analisis Data,Desain Grafis,4.0,4.0,4.0,5.0,4.0,3.0,Ya,Ya,Ya,4.0,Remote,Pendidikan,Wirausaha,Software Engineer
Perikanan,3.37,Pemerintahan,Komunikasi,Pemasaran Digital,Manajemen Proyek,4.0,4.0,5.0,3.0,3.0,3.0,Tidak,Ya,Tidak,4.0,Onsite,Media,Wirausaha,Ai Engineer
Arsitektur,3.03,Pemerintahan,Desain Grafis,Sql,Riset,4.0,1.0,2.0,3.0,5.0,3.0,Tidak,Ya,Ya,1.0,Onsite,Pariwisata,Wirausaha,Business Analyst
Bisnis Digital,3.7,Kesehatan,Kepemimpinan,Analisis Data,Komunikasi,5.0,1.0,1.0,2.0,1.0,4.0,Ya,Tidak,Ya,4.0,Hybrid,Kesehatan,Manajer,Guru
Teknik Sipil,3.43,Pemerintahan,Analisis Data,Komunikasi,Analisis Data,1.0,1.0,3.0,5.0,1.0,3.0,Tidak,Tidak,Tidak,5.0,Hybrid,Kesehatan,Peneliti,Animator
Teknologi Pangan,3.89,Media,Machine Learning,Pemasaran Digital,Kepemimpinan,4.0,2.0,2.0,4.0,4.0,5.0,Tidak,Ya,Tidak,1.0,Remote,Konsultan,Peneliti,Business Analyst
Teknik Kimia,3.78,Keuangan,Machine Learning,Pemasaran Digital,Desain Grafis,4.0,5.0,1.0,4.0,5.0,5.0,Tidak,Ya,Ya,2.0,Onsite,Pariwisata,Peneliti,Akuntan
Hukum,3.21,Media,Kepemimpinan,Komunikasi,Pemasaran Digital,5.0,4.0,3.0,2.0,2.0,3.0,Tidak,Ya,Tidak,3.0,Onsite,Pertanian,Peneliti,Business Analyst
Pariwisata,3.48,Pariwisata,Python,Python,Sql,5.0,1.0,5.0,3.0,1.0,3.0,Ya,Tidak,Tidak,3.0,Hybrid,Konsultan,Peneliti,Dokter
Kimia,3.08,Pemerintahan,Python,Manajemen Proyek,Machine Learning,1.0,2.0,3.0,4.0,5.0,2.0,Tidak,Tidak,Ya,3.0,Hybrid,Manufaktur,Manajer,Perawat
Teknik Lingkungan,3.68,Pariwisata,Manajemen Proyek,Analisis Data,Kepemimpinan,4.0,1.0,4.0,4.0,3.0,2.0,Ya,Ya,Ya,0.0,Hybrid,Pemerintahan,Spesialis,Animator
Statistika,3.38,Pariwisata,Komunikasi,Manajemen Proyek,Riset,1.0,4.0,1.0,5.0,5.0,3.0,Ya,Tidak,Tidak,2.0,Remote,Pertanian,Wirausaha,Guru
Ilmu Komunikasi,3.37,Teknologi,Kepemimpinan,Manajemen Proyek,Analisis Data,4.0,1.0,4.0,1.0,2.0,5.0,Ya,Ya,Tidak,1.0,Onsite,Pemerintahan,Peneliti,Guru
Hubungan Internasional,3.39,Manufaktur,Sql,Pemasaran Digital,Komunikasi,3.0,2.0,3.0,3.0,2.0,5.0,Tidak,Tidak,Ya,0.0,Remote,Kesehatan,Wirausaha,Arsitek
Bisnis Digital,2.85,Manufaktur,Analisis Data,Manajemen Proyek,Riset,5.0,3.0,2.0,3.0,2.0,3.0,Ya,Tidak,Ya,2.0,Hybrid,Keuangan,Wirausaha,Akuntan
Sistem Informasi,3.22,Manufaktur,Machine Learning,Kepemimpinan,Komunikasi,2.0,1.0,3.0,4.0,5.0,5.0,Tidak,Tidak,Ya,5.0,Remote,Pertanian,Peneliti,Animator
Ilmu Komunikasi,3.47,Keuangan,Sql,Riset,Manajemen Proyek,2.0,2.0,3.0,5.0,3.0,5.0,Ya,Tidak,Ya,1.0,Remote,Kesehatan,Wirausaha,Guru
Teknik Lingkungan,2.93,Pendidikan,Python,Sql,Komunikasi,1.0,1.0,4.0,4.0,2.0,5.0,Ya,Tidak,Ya,0.0,Remote,Pertanian,Peneliti,Software Engineer
Biologi,3.31,Pertanian,Kepemimpinan,Pemasaran Digital,Desain Grafis,5.0,4.0,4.0,5.0,5.0,4.0,Ya,Ya,Ya,2.0,Remote,Pertanian,Spesialis,Dokter
Hubungan Internasional,3.43,Pariwisata,Pemasaran Digital,Manajemen Proyek,Riset,3.0,5.0,4.0,3.0,1.0,4.0,Tidak,Tidak,Ya,1.0,Onsite,Kesehatan,Spesialis,Data Scientist
Keperawatan,3.87,Keuangan,Pemasaran Digital,Sql,Pemasaran Digital,4.0,3.0,3.0,2.0,3.0,2.0,Ya,Ya,Ya,2.0,Onsite,Keuangan,Manajer,Data Scientist
Kedokteran,3.24,Konsultan,Pemasaran Digital,Machine Learning,Pemasaran Digital,3.0,4.0,3.0,3.0,3.0,1.0,Ya,Tidak,Tidak,3.0,Hybrid,Kesehatan,Peneliti,Data Scientist
Farmasi,3.85,Keuangan,Analisis Data,Manajemen Proyek,Python,4.0,2.0,1.0,4.0,2.0,5.0,Tidak,Ya,Ya,4.0,Hybrid,Teknologi,Wirausaha,Jurnalis
Sistem Informasi,3.02,Pariwisata,Komunikasi,Sql,Analisis Data,3.0,3.0,2.0,3.0,4.0,1.0,Ya,Tidak,Ya,2.0,Hybrid,Pemerintahan,Manajer,Dokter
Matematika,3.76,Teknologi,Sql,Riset,Machine Learning,3.0,3.0,1.0,3.0,1.0,2.0,Ya,Tidak,Tidak,5.0,Remote,Manufaktur,Peneliti,Ai Engineer
Biologi,3.79,Pemerintahan,Manajemen Proyek,Python,Komunikasi,5.0,1.0,5.0,5.0,3.0,1.0,Tidak,Ya,Tidak,3.0,Remote,Teknologi,Spesialis,Konsultan
Bisnis Digital,2.83,Pendidikan,Pemasaran Digital,Manajemen Proyek,Komunikasi,5.0,3.0,1.0,4.0,4.0,5.0,Tidak,Ya,Tidak,4.0,Onsite,Pendidikan,Wirausaha,Akuntan
Akuntansi,3.27,Media,Riset,Analisis Data,Pemasaran Digital,2.0,2.0,1.0,2.0,4.0,2.0,Tidak,Ya,Ya,2.0,Onsite,Media,Peneliti,Animator
Teknik Mesin,3.9,Pariwisata,Sql,Desain Grafis,Kepemimpinan,1.0,4.0,1.0,4.0,3.0,5.0,Ya,Ya,Ya,4.0,Hybrid,Teknologi,Spesialis,Business Analyst
Akuntansi,3.59,Kesehatan,Kepemimpinan,Sql,Analisis Data,2.0,5.0,3.0,3.0,3.0,4.0,Tidak,Ya,Tidak,2.0,Hybrid,Kesehatan,Manajer,Software Engineer
Akuntansi,3.57,Teknologi,Pemasaran Digital,Sql,Sql,1.0,2.0,3.0,4.0,2.0,1.0,Tidak,Ya,Tidak,5.0,Hybrid,Keuangan,Wirausaha,Guru
Ekonomi,3.31,Konsultan,Analisis Data,Machine Learning,Sql,5.0,3.0,1.0,2.0,3.0,3.0,Ya,Tidak,Tidak,4.0,Remote,Pemerintahan,Manajer,Perawat
Kimia,4.0,Pendidikan,Python,Machine Learning,Pemasaran Digital,3.0,1.0,4.0,3.0,1.0,4.0,Ya,Ya,Ya,3.0,Remote,Pendidikan,Wirausaha,Ai Engineer
Teknik Industri,3.26,Keuangan,Desain Grafis,Sql,Kepemimpinan,2.0,5.0,2.0,1.0,2.0,1.0,Ya,Tidak,Ya,4.0,Onsite,Kesehatan,Spesialis,Ai Engineer
Bisnis Digital,3.45,Pariwisata,Komunikasi,Kepemimpinan,Manajemen Proyek,4.0,4.0,3.0,5.0,3.0,4.0,Tidak,Tidak,Ya,2.0,Onsite,Pemerintahan,Spesialis,Arsitek
Dkv,3.1,Manufaktur,Riset,Machine Learning,Machine Learning,1.0,3.0,5.0,4.0,1.0,1.0,Tidak,Tidak,Tidak,3.0,Onsite,Konsultan,Spesialis,Animator
Manajemen,3.54,Keuangan,Pemasaran Digital,Desain Grafis,Riset,1.0,3.0,3.0,3.0,2.0,4.0,Tidak,Tidak,Ya,1.0,Hybrid,Pertanian,Manajer,Dokter
Dkv,3.81,Manufaktur,Desain Grafis,Sql,Machine Learning,1.0,5.0,4.0,5.0,5.0,4.0,Tidak,Tidak,Tidak,3.0,Hybrid,Kesehatan,Spesialis,Ai Engineer
Agroteknologi,2.97,Kesehatan,Python,Analisis Data,Manajemen Proyek,2.0,3.0,5.0,2.0,4.0,3.0,Ya,Tidak,Ya,5.0,Onsite,Pertanian,Spesialis,Arsitek
Arsitektur,2.75,Konsultan,Python,Pemasaran Digital,Machine Learning,2.0,5.0,1.0,2.0,3.0,2.0,Ya,Ya,Tidak,4.0,Remote,Pendidikan,Spesialis,Dokter
Film,2.96,Pertanian,Desain Grafis,Python,Analisis Data,3.0,1.0,3.0,5.0,2.0,1.0,Tidak,Tidak,Tidak,1.0,Onsite,Pertanian,Manajer,Software Engineer
Perikanan,3.46,Pemerintahan,Komunikasi,Analisis Data,Kepemimpinan,5.0,2.0,3.0,4.0,5.0,1.0,Ya,Tidak,Tidak,2.0,Onsite,Media,Spesialis,Analis Data
Administrasi Publik,3.37,Konsultan,Kepemimpinan,Analisis Data,Desain Grafis,2.0,3.0,1.0,5.0,5.0,1.0,Tidak,Tidak,Tidak,1.0,Remote,Pendidikan,Spesialis,Business Analyst
Teknik Industri,2.85,Konsultan,Riset,Pemasaran Digital,Machine Learning,2.0,3.0,1.0,1.0,2.0,4.0,Tidak,Tidak,Tidak,0.0,Remote,Konsultan,Spesialis,Software Engineer
Arsitektur,3.3,Teknologi,Sql,Kepemimpinan,Komunikasi,2.0,2.0,2.0,4.0,1.0,3.0,Ya,Ya,Tidak,5.0,Hybrid,Keuangan,Spesialis,Business Analyst
Agroteknologi,3.68,Pariwisata,Machine Learning,Kepemimpinan,Python,2.0,3.0,5.0,4.0,3.0,4.0,Ya,Ya,Tidak,2.0,Remote,Kesehatan,Manajer,Dokter
Teknik Lingkungan,3.8,Keuangan,Machine Learning,Riset,Python,3.0,5.0,4.0,1.0,5.0,3.0,Ya,Ya,Tidak,5.0,Remote,Manufaktur,Wirausaha,Business Analyst
Fisika,3.66,Media,Analisis Data,Riset,Sql,3.0,3.0,4.0,4.0,1.0,4.0,Ya,Tidak,Tidak,5.0,Onsite,Manufaktur,Peneliti,Guru
Sistem Informasi,3.02,Teknologi,Riset,Sql,Sql,1.0,1.0,3.0,2.0,1.0,1.0,Ya,Ya,Ya,4.0,Remote,Kesehatan,Peneliti,Dokter
Agribisnis,3.33,Keuangan,Riset,Sql,Riset,3.0,5.0,2.0,3.0,3.0,2.0,Ya,Ya,Tidak,1.0,Onsite,Manufaktur,Manajer,Guru
Psikologi,3.87,Keuangan,Riset,Machine Learning,Python,2.0,2.0,4.0,4.0,1.0,1.0,Tidak,Ya,Ya,5.0,Remote,Konsultan,Wirausaha,Guru
Keperawatan,3.91,Pendidikan,Manajemen Proyek,Riset,Python,2.0,4.0,4.0,4.0,1.0,1.0,Tidak,Tidak,Ya,1.0,Hybrid,Keuangan,Manajer,Dokter
Film,3.67,Manufaktur,Machine Learning,Desain Grafis,Analisis Data,5.0,2.0,5.0,1.0,3.0,3.0,Tidak,Tidak,Ya,5.0,Hybrid,Pertanian,Peneliti,Akuntan
Bisnis Digital,2.76,Pertanian,Riset,Riset,Analisis Data,4.0,5.0,1.0,2.0,3.0,5.0,Ya,Ya,Tidak,2.0,Onsite,Teknologi,Manajer,Software Engineer
Pendidikan Bahasa Inggris,3.95,Pemerintahan,Python,Kepemimpinan,Kepemimpinan,3.0,3.0,4.0,5.0,5.0,5.0,Ya,Ya,Ya,3.0,Onsite,Pemerintahan,Wirausaha,Konsultan
Administrasi Publik,3.53,Pariwisata,Sql,Komunikasi,Analisis Data,4.0,5.0,2.0,1.0,4.0,4.0,Tidak,Ya,Tidak,4.0,Remote,Teknologi,Manajer,Akuntan
Ekonomi,3.78,Konsultan,Riset,Python,Pemasaran Digital,4.0,5.0,5.0,4.0,5.0,1.0,Ya,Tidak,Ya,5.0,Hybrid,Pemerintahan,Spesialis,Data Scientist
Animasi,2.9,Konsultan,Python,Riset,Python,5.0,1.0,2.0,3.0,2.0,4.0,Tidak,Tidak,Ya,5.0,Hybrid,Teknologi,Spesialis,Business Analyst
Agribisnis,2.78,Konsultan,Kepemimpinan,Riset,Python,1.0,2.0,1.0,2.0,1.0,4.0,Tidak,Ya,Ya,0.0,Remote,Keuangan,Peneliti,Animator
Peternakan,3.71,Pendidikan,Python,Sql,Komunikasi,1.0,2.0,2.0,3.0,2.0,3.0,Tidak,Tidak,Tidak,0.0,Onsite,Keuangan,Spesialis,Business Analyst
Film,3.39,Manufaktur,Kepemimpinan,Riset,Riset,2.0,4.0,4.0,2.0,1.0,4.0,Tidak,Ya,Tidak,3.0,Hybrid,Keuangan,Peneliti,Business Analyst
Manajemen,3.32,Pemerintahan,Desain Grafis,Riset,Riset,2.0,1.0,4.0,2.0,2.0,5.0,Ya,Ya,Tidak,1.0,Onsite,Manufaktur,Peneliti,Software Engineer
Fisika,2.92,Keuangan,Sql,Kepemimpinan,Riset,3.0,2.0,2.0,5.0,2.0,2.0,Ya,Ya,Ya,4.0,Hybrid,Keuangan,Wirausaha,Dokter
Agribisnis,3.97,Pertanian,Sql,Pemasaran Digital,Desain Grafis,4.0,2.0,2.0,5.0,1.0,1.0,Tidak,Tidak,Ya,4.0,Hybrid,Keuangan,Peneliti,Diplomat
Teknologi Pangan,3.45,Pemerintahan,Komunikasi,Komunikasi,Machine Learning,4.0,2.0,1.0,2.0,1.0,5.0,Tidak,Ya,Tidak,5.0,Onsite,Konsultan,Wirausaha,Diplomat
Teknik Kimia,3.01,Pemerintahan,Kepemimpinan,Kepemimpinan,Desain Grafis,5.0,1.0,4.0,3.0,1.0,1.0,Ya,Tidak,Ya,4.0,Hybrid,Media,Manajer,Animator
Bisnis Digital,3.92,Pemerintahan,Machine Learning,Kepemimpinan,Python,3.0,2.0,3.0,1.0,3.0,4.0,Ya,Ya,Ya,3.0,Onsite,Teknologi,Wirausaha,Animator
Animasi,3.99,Media,Python,Desain Grafis,Sql,3.0,3.0,4.0,4.0,3.0,5.0,Ya,Tidak,Ya,5.0,Remote,Manufaktur,Manajer,Diplomat
Farmasi,3.12,Konsultan,Sql,Komunikasi,Pemasaran Digital,4.0,3.0,5.0,1.0,5.0,5.0,Tidak,Tidak,Ya,5.0,Onsite,Pariwisata,Wirausaha,Diplomat
Arsitektur,2.99,Konsultan,Kepemimpinan,Sql,Machine Learning,5.0,2.0,5.0,5.0,5.0,2.0,Ya,Ya,Ya,4.0,Remote,Pendidikan,Peneliti,Jurnalis
Bisnis Digital,3.29,Kesehatan,Pemasaran Digital,Manajemen Proyek,Analisis Data,1.0,1.0,2.0,4.0,2.0,1.0,Tidak,Tidak,Ya,1.0,Onsite,Kesehatan,Peneliti,Data Scientist
Fisika,2.9,Konsultan,Kepemimpinan,Manajemen Proyek,Machine Learning,3.0,3.0,2.0,1.0,1.0,2.0,Ya,Tidak,Ya,1.0,Remote,Manufaktur,Manajer,Perawat
Teknik Elektro,3.03,Pendidikan,Komunikasi,Sql,Komunikasi,3.0,3.0,1.0,3.0,4.0,4.0,Tidak,Tidak,Ya,0.0,Hybrid,Konsultan,Wirausaha,Jurnalis
Hukum,3.78,Pertanian,Komunikasi,Kepemimpinan,Analisis Data,4.0,4.0,5.0,5.0,2.0,1.0,Ya,Tidak,Tidak,4.0,Remote,Kesehatan,Spesialis,Dokter
Informatika,2.82,Media,Sql,Riset,Machine Learning,1.0,5.0,5.0,4.0,4.0,2.0,Tidak,Tidak,Ya,4.0,Remote,Teknologi,Spesialis,Perawat
Pgsd,3.18,Pariwisata,Desain Grafis,Riset,Desain Grafis,5.0,1.0,3.0,4.0,3.0,1.0,Ya,Ya,Ya,0.0,Hybrid,Manufaktur,Spesialis,Ai Engineer
Statistika,3.88,Teknologi,Pemasaran Digital,Machine Learning,Pemasaran Digital,4.0,1.0,5.0,3.0,4.0,1.0,Tidak,Tidak,Tidak,2.0,Onsite,Teknologi,Peneliti,Jurnalis
Ekonomi,3.16,Pariwisata,Analisis Data,Pemasaran Digital,Desain Grafis,4.0,3.0,4.0,1.0,5.0,4.0,Tidak,Tidak,Tidak,4.0,Remote,Pendidikan,Peneliti,Jurnalis
Arsitektur,3.11,Kesehatan,Machine Learning,Manajemen Proyek,Kepemimpinan,2.0,5.0,1.0,3.0,1.0,2.0,Ya,Tidak,Ya,4.0,Remote,Pertanian,Manajer,Diplomat
Hukum,2.88,Keuangan,Kepemimpinan,Analisis Data,Machine Learning,3.0,2.0,3.0,5.0,3.0,2.0,Ya,Tidak,Ya,4.0,Onsite,Keuangan,Peneliti,Data Scientist
Agribisnis,2.83,Pemerintahan,Pemasaran Digital,Pemasaran Digital,Python,4.0,3.0,1.0,4.0,5.0,3.0,Tidak,Tidak,Ya,0.0,Remote,Pariwisata,Wirausaha,Diplomat
Teknologi Pangan,3.13,Teknologi,Pemasaran Digital,Riset,Kepemimpinan,1.0,1.0,4.0,5.0,1.0,1.0,Ya,Ya,Ya,5.0,Onsite,Pendidikan,Manajer,Data Scientist
Psikologi,3.61,Kesehatan,Manajemen Proyek,Desain Grafis,Pemasaran Digital,2.0,4.0,1.0,5.0,3.0,5.0,Tidak,Ya,Tidak,3.0,Onsite,Manufaktur,Peneliti,Guru
Administrasi Publik,3.61,Media,Kepemimpinan,Machine Learning,Analisis Data,2.0,1.0,5.0,5.0,2.0,5.0,Tidak,Tidak,Ya,1.0,Remote,Kesehatan,Peneliti,Animator
Akuntansi,2.77,Manufaktur,Komunikasi,Kepemimpinan,Riset,5.0,2.0,5.0,5.0,3.0,5.0,Ya,Tidak,Tidak,3.0,Onsite,Pendidikan,Peneliti,Ai Engineer
Fisika,3.2,Teknologi,Pemasaran Digital,Desain Grafis,Analisis Data,1.0,5.0,3.0,1.0,3.0,2.0,Ya,Tidak,Ya,1.0,Onsite,Pendidikan,Spesialis,Guru
Psikologi,3.59,Kesehatan,Python,Analisis Data,Riset,5.0,5.0,3.0,2.0,1.0,3.0,Tidak,Ya,Ya,0.0,Onsite,Teknologi,Manajer,Software Engineer
Ilmu Komunikasi,3.82,Keuangan,Sql,Machine Learning,Desain Grafis,3.0,4.0,2.0,5.0,5.0,4.0,Ya,Ya,Tidak,5.0,Remote,Pendidikan,Manajer,Analis Data
Hukum,3.49,Media,Analisis Data,Komunikasi,Machine Learning,4.0,3.0,4.0,3.0,5.0,1.0,Ya,Ya,Tidak,4.0,Onsite,Media,Wirausaha,Analis Data
Perikanan,3.82,Pariwisata,Komunikasi,Machine Learning,Analisis Data,4.0,4.0,5.0,4.0,5.0,1.0,Ya,Ya,Tidak,2.0,Remote,Manufaktur,Peneliti,Analis Data
Kedokteran,2.85,Teknologi,Sql,Analisis Data,Kepemimpinan,4.0,3.0,5.0,1.0,4.0,1.0,Ya,Ya,Tidak,5.0,Remote,Pariwisata,Wirausaha,Animator
Teknik Lingkungan,3.54,Pendidikan,Desain Grafis,Machine Learning,Sql,3.0,4.0,2.0,2.0,3.0,4.0,Ya,Ya,Ya,4.0,Remote,Manufaktur,Manajer,Business Analyst
Pariwisata,3.01,Teknologi,Pemasaran Digital,Komunikasi,Komunikasi,3.0,3.0,5.0,5.0,2.0,1.0,Tidak,Ya,Ya,1.0,Remote,Manufaktur,Spesialis,Perawat
Teknik Sipil,3.2,Teknologi,Riset,Desain Grafis,Pemasaran Digital,3.0,2.0,3.0,1.0,4.0,1.0,Ya,Tidak,Ya,3.0,Remote,Media,Peneliti,Animator
Peternakan,3.52,Pariwisata,Analisis Data,Kepemimpinan,Pemasaran Digital,5.0,5.0,3.0,4.0,2.0,2.0,Tidak,Tidak,Tidak,4.0,Remote,Keuangan,Spesialis,Jurnalis
Teknik Mesin,3.93,Pendidikan,Analisis Data,Sql,Kepemimpinan,3.0,4.0,5.0,5.0,3.0,3.0,Tidak,Ya,Ya,0.0,Hybrid,Pendidikan,Manajer,Analis Data
Agribisnis,3.27,Pariwisata,Analisis Data,Desain Grafis,Desain Grafis,3.0,3.0,4.0,5.0,5.0,2.0,Tidak,Ya,Tidak,5.0,Onsite,Pariwisata,Spesialis,Dokter
Teknik Kimia,3.17,Pariwisata,Machine Learning,Analisis Data,Machine Learning,5.0,2.0,5.0,4.0,1.0,5.0,Tidak,Ya,Ya,3.0,Onsite,Pertanian,Spesialis,Ai Engineer
Teknik Sipil,3.23,Pariwisata,Manajemen Proyek,Machine Learning,Manajemen Proyek,1.0,4.0,4.0,1.0,3.0,5.0,Ya,Ya,Tidak,2.0,Hybrid,Keuangan,Peneliti,Arsitek
Kimia,3.91,Keuangan,Komunikasi,Python,Desain Grafis,2.0,5.0,5.0,3.0,4.0,2.0,Ya,Tidak,Ya,5.0,Hybrid,Manufaktur,Manajer,Diplomat
Peternakan,3.77,Teknologi,Pemasaran Digital,Sql,Komunikasi,4.0,1.0,4.0,2.0,1.0,5.0,Ya,Tidak,Tidak,2.0,Remote,Teknologi,Manajer,Guru
Teknik Elektro,3.48,Pendidikan,Pemasaran Digital,Analisis Data,Kepemimpinan,4.0,3.0,3.0,5.0,5.0,4.0,Ya,Tidak,Tidak,3.0,Hybrid,Pertanian,Peneliti,Guru
Kesehatan Masyarakat,3.2,Keuangan,Sql,Kepemimpinan,Python,4.0,1.0,4.0,1.0,4.0,1.0,Tidak,Ya,Tidak,4.0,Onsite,Pertanian,Spesialis,Konsultan
Manajemen,3.81,Keuangan,Riset,Manajemen Proyek,Kepemimpinan,1.0,2.0,1.0,3.0,4.0,3.0,Ya,Ya,Ya,3.0,Hybrid,Kesehatan,Peneliti,Perawat
Teknologi Pangan,3.95,Pemerintahan,Machine Learning,Pemasaran Digital,Kepemimpinan,1.0,2.0,5.0,1.0,3.0,1.0,Ya,Ya,Ya,3.0,Remote,Media,Spesialis,Software Engineer
Administrasi Publik,3.94,Konsultan,Komunikasi,Sql,Komunikasi,5.0,4.0,1.0,3.0,5.0,1.0,Tidak,Tidak,Ya,4.0,Onsite,Pemerintahan,Wirausaha,Software Engineer
Tata Boga,3.52,Teknologi,Manajemen Proyek,Kepemimpinan,Sql,4.0,2.0,3.0,1.0,1.0,3.0,Ya,Tidak,Tidak,1.0,Hybrid,Pertanian,Manajer,Akuntan
Sistem Informasi,3.55,Teknologi,Komunikasi,Sql,Desain Grafis,3.0,5.0,4.0,4.0,5.0,1.0,Tidak,Ya,Tidak,5.0,Hybrid,Keuangan,Manajer,Jurnalis
Teknik Mesin,3.32,Pendidikan,Komunikasi,Analisis Data,Pemasaran Digital,4.0,2.0,2.0,5.0,4.0,4.0,Ya,Tidak,Tidak,0.0,Remote,Konsultan,Manajer,Business Analyst
Teknik Sipil,3.49,Pertanian,Pemasaran Digital,Machine Learning,Analisis Data,2.0,4.0,3.0,1.0,3.0,4.0,Tidak,Ya,Ya,4.0,Hybrid,Pemerintahan,Spesialis,Diplomat
Keperawatan,3.96,Teknologi,Machine Learning,Kepemimpinan,Riset,2.0,4.0,1.0,1.0,2.0,3.0,Ya,Tidak,Tidak,2.0,Onsite,Keuangan,Peneliti,Jurnalis
